"","Location","cobertura","tipo","temporalid","pisoclimat","cubierta","tipo2","tipo3","asociacion","rotacion1","rotacion2","sistemadep","tamanoparc","riego","uso","alteracion","origenagua","observacio","control","zhc","zona","shape_leng","Shape_Area","superficie","area_recal","area","Version..1.0","AREA"
"115","Cumbi5","Vegetacion Arbustiva","Vegetacion arbustiva humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Pastoreo ocasional","Medianamente alterado","*No Aplica*",NA,1,"No aplicable","No aplicable",2124.38040187,52457.7218899,5.245772189,53107,53107,NA,NA
"116","Cumbi5","Vegetacion Herbacea","Vegetacion herbacea humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Pastoreo ocasional","Medianamente alterado","*No Aplica*",NA,1,"No aplicable","No aplicable",12745.959615,621507.20635,62.150720635,922092,557542,NA,NA
"117","Cumbi6","Cultivo","haba","Ciclo corto","Frio","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas medianas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*",NA,1,"Ciclo corto-Sin riego-Parcela mediana-Frio","Zona 5",1191.75839724,57145.341443,5.7145341443,40315,40315,NA,NA
"118","Cumbi6","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Poco alterado","*No Aplica*",NA,1,"No aplicable","No aplicable",13347.8746802,1256317.52025,125.631752025,304683,97979,NA,NA
"119","Cumbi6","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","PAPA","HABA","Mosaico agropecuario","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*",NA,1,"Mosaicos-Con riego-Parcela pequeña-Frio","Zona 19",26738.8443761,6102077.17249,610.207717249,12023120,1189578,NA,NA
"120","Cumbi6","Plantacion Forestal","Eucalipto","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*",NA,1,"No aplicable","No aplicable",869.444161714,22656.1261097,2.265612611,110307,22936,NA,NA
"121","Cumbi6","Vegetacion Herbacea","Vegetacion herbacea humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Pastoreo ocasional","Medianamente alterado","*No Aplica*",NA,1,"No aplicable","No aplicable",5828.60138909,226920.805891,22.6920805891,229695,229695,NA,NA
"122","CUSU1","Area Poblada","Poblado (nucleo urbano poblado)","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Habitacional","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",8624.94076501,305832.171719,30.5832171719,255777,255777,NA,NA
"123","CUSU1","Cuerpo Agua","Albarrada / Reservorio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo","*No Aplica*","Artificial","",1,"No aplicable","No aplicable",544.509298194,20355.8045218,2.0355804522,33780,20614,NA,NA
"124","CUSU1","Cultivo","maiz suave","Ciclo corto","Frio","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Marginal","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Sin riego-Parcela pequeña-Frio","Zona 4",98718.4843013,45392504.4302,4539.25044302,7653384,524048,NA,NA
"125","CUSU1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",506.91260541,15490.8000146,1.5490800015,15687,15687,NA,NA
"126","CUSU1","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","CEBADA","AVENA","Mosaico agropecuario","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","",1,"Mosaicos-Con riego-Parcela pequeña-Frio","Zona 19",4280.91652443,797039.99803,79.703999803,722608,722608,NA,NA
"127","CUSU1","Plantacion Forestal","Eucalipto","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",10876.2728266,815667.142523,81.5667142523,1197718,669150,NA,NA
"128","CUSU1","Vegetacion Arbustiva","Vegetacion arbustiva humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",11703.7925757,585984.582714,58.5984582714,782384,591490,NA,NA
"129","CUSU1","Vegetacion Herbacea","Vegetacion herbacea seca","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",81367.8443096,7612954.34372,761.295434372,2051154,1300168,NA,NA
"130","CUSU2","Area Poblada","Poblado (nucleo urbano poblado)","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Habitacional","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",8624.94076501,305832.171719,30.5832171719,139867,32757,NA,NA
"131","CUSU2","Cuerpo Agua","Lago / Laguna","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego extractivo ocio","*No Aplica*","Natural","",1,"No aplicable","No aplicable",483.711782032,17547.5315162,1.7547531516,17771,17771,NA,NA
"132","CUSU2","Cultivo","haba","Ciclo corto","Frio","Sin cubierta","PASTO CULTIVADO","CEBADA","Mosaico agropecuario","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Mosaicos-Sin riego-Parcela pequeña-Frio","Zona 22",26242.2632976,6767543.27023,676.754327023,9415300,5744932,NA,NA
"133","CUSU2","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",2318592.46188,599974986.353,59997.4986353,91193,12533,NA,NA
"134","CUSU2","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Empresarial","Parcelas grandes sierra","Con riego","Pecuario bovino intensivo","*No Aplica*","*No Aplica*","",1,"Pastizales-Con riego-Parcela grande-Frio","Zona 27",1266.29779207,75539.9619927,7.5539961993,1098748,76501,NA,NA
"135","CUSU2","Plantacion Forestal","Pino","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",6965.46906939,461470.047386,46.1470047386,1075831,285029,NA,NA
"136","CUSU2","Vegetacion Arbustiva","Vegetacion arbustiva humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",3932.90433462,241132.318532,24.1132318532,721862,37064,NA,NA
"137","CUSU2","Vegetacion Herbacea","Vegetacion herbacea seca","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",81367.8443096,7612954.34372,761.295434372,152492,152492,NA,NA
"138","Q1","Cultivo","cebolla blanca de rama","Ciclo corto","Frio","Sin cubierta","HABA","PAPA","Mosaico agropecuario","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Mosaicos-Sin riego-Parcela pequeña-Frio","Zona 22",19990.5113659,3448120.84506,344.812084506,4455231,NA,NA,2924414
"139","Q1","Erial","Otro","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1044.11578651,28839.1494881,2.8839149488,29208,NA,NA,29208
"140","Q1","Infraestructura Antropica","RED VIARIA","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Transporte","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",170333.824535,715147.879644,71.5147879644,77517,NA,NA,77517
"141","Q1","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",2318592.46188,599974986.353,59997.4986353,5448785,NA,NA,1974628
"142","Q1","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Marginal","Parcelas medianas sierra","Sin riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","",1,"Pastizales-Sin riego-Parcela mediana-Frio","Zona 29",3819.35135911,367171.972606,36.7171972606,2279521,NA,NA,17457
"143","Q1","Vegetacion Herbacea","Vegetacion herbacea de humedal","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Poco alterado","*No Aplica*","",1,"No aplicable","No aplicable",7306.10111575,635193.372052,63.5193372052,423861,NA,NA,423861
"144","Q2","Area Poblada","Poblado (nucleo urbano poblado)","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Habitacional","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",905.864918632,23231.4549271,2.3231454927,23536,23536,NA,NA
"145","Q2","Cultivo","papa","Ciclo corto","Frio","Sin cubierta","CEBOLLA BLANCA DE RAMA","CEBADA","Mosaico agropecuario","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","Haba, pastizales",1,"Mosaicos-Sin riego-Parcela pequeña-Frio","Zona 22",27610.8996928,7109881.75337,710.988175337,9389205,3182699,NA,NA
"146","Q2","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",6254.77338737,148729.296879,14.8729296879,21226,21226,NA,NA
"147","Q2","Infraestructura Antropica","RED VIARIA","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Transporte","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",170333.824535,715147.879644,71.5147879644,52517,52517,NA,NA
"148","Q2","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",2318592.46188,599974986.353,59997.4986353,3205300,2849989,NA,NA
"149","Q2","Plantacion Forestal","Pino","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",838.264068833,23065.2088436,2.3065208844,23153,23153,NA,NA
"150","Q3","Area Poblada","Poblado (nucleo urbano poblado)","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Habitacional","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",589.702285753,12012.3941563,1.2012394156,12161,12161,NA,NA
"151","Q3","Cultivo","papa","Ciclo corto","Frio","Sin cubierta","CEBOLLA BLANCA DE RAMA","CEBADA","Mosaico agropecuario","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Mosaicos-Sin riego-Parcela pequeña-Frio","Zona 22",36106.2718743,8833087.85053,883.308785053,8653312,2296521,NA,NA
"152","Q3","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1438.82126751,75799.563612,7.5799563612,647526,76782,NA,NA
"153","Q3","Infraestructura Antropica","RED VIARIA","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Transporte","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",170333.824535,715147.879644,71.5147879644,64050,64050,NA,NA
"154","Q3","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",2318592.46188,599974986.353,59997.4986353,1444810,1232412,NA,NA
"155","Q3","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Empresarial","Parcelas grandes sierra","Con riego","Pecuario bovino intensivo","*No Aplica*","*No Aplica*","",1,"Pastizales-Con riego-Parcela grande-Frio","Zona 27",9097.77312835,1908365.27577,190.836527577,896610,896610,NA,NA
"156","Q3","Vegetacion Arbustiva","Vegetacion arbustiva humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",2728.18231565,69404.1238317,6.9404123832,3296,3296,NA,NA
"157","Q3","Vegetacion Herbacea","Vegetacion herbacea humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Pastoreo ocasional","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",1235.69430574,34688.5229478,3.4688522948,993848,35137,NA,NA
"158","Q4","Area Poblada","Poblado (nucleo urbano poblado)","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Habitacional","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1012.98003287,36424.5913402,3.642459134,36897,36897,NA,NA
"159","Q4","Cuerpo Agua","Lago / Laguna","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego extractivo ocio","*No Aplica*","Natural","",1,"No aplicable","No aplicable",7736.06807641,2954717.26682,295.471726682,838154,838154,NA,NA
"160","Q4","Cultivo","cebada","Ciclo corto","Frio","Sin cubierta","AVENA","No Aplica","Mosaico agropecuario","No Aplica","No Aplica","Marginal","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Mosaicos-Sin riego-Parcela pequeña-Frio","Zona 22",62811.08056,10286961.0983,1028.69610983,4186480,37481,NA,NA
"161","Q4","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",87227.7951784,3376548.30549,337.654830549,1773554,832007,NA,NA
"162","Q4","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",898.641357515,10871.8833561,1.0871883356,51550,11015,NA,NA
"163","Q4","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Marginal","Parcelas pequeñas sierra","Sin riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","",1,"Pastizales-Sin riego-Parcela pequeña-Frio","Zona 28",4776.72976414,474725.996348,47.4725996348,301147,8465,NA,NA
"164","Q4","Plantacion Forestal","Pino","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",2644.17932791,275314.807341,27.5314807341,256915,170355,NA,NA
"165","Q4","Vegetacion Arbustiva","Vegetacion arbustiva humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",14113.0728849,414889.270987,41.4889270987,518004,261022,NA,NA
"166","Q4","Vegetacion Herbacea","Vegetacion herbacea humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",71155.1790085,6137867.88104,613.786788104,4753691,2159253,NA,NA
"167","Q5","Area Poblada","Poblado (nucleo urbano poblado)","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Habitacional","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1012.98003287,36424.5913402,3.642459134,36897,36897,NA,NA
"168","Q5","Cuerpo Agua","Lago / Laguna","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego extractivo ocio","*No Aplica*","Natural","",1,"No aplicable","No aplicable",7736.06807641,2954717.26682,295.471726682,1273554,1273554,NA,NA
"169","Q5","Cultivo","cebada","Ciclo corto","Frio","Sin cubierta","AVENA","No Aplica","Mosaico agropecuario","No Aplica","No Aplica","Marginal","Parcelas pequeñas sierra","Sin riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Mosaicos-Sin riego-Parcela pequeña-Frio","Zona 22",62811.08056,10286961.0983,1028.69610983,5724366,1059,NA,NA
"170","Q5","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",87227.7951784,3376548.30549,337.654830549,1061786,213462,NA,NA
"171","Q5","Paramo","Vegetacion herbacea de altura","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",858.423183934,17782.5950049,1.7782595005,3452,3452,NA,NA
"172","Q5","Pastizal","Pasto cultivado","Permanente","Frio","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Marginal","Parcelas pequeñas sierra","Sin riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","",1,"Pastizales-Sin riego-Parcela pequeña-Frio","Zona 28",4776.72976414,474725.996348,47.4725996348,335536,72818,NA,NA
"173","Q5","Plantacion Forestal","Pino","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",2644.17932791,275314.807341,27.5314807341,501191,278878,NA,NA
"174","Q5","Vegetacion Arbustiva","Vegetacion arbustiva humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Medianamente alterado","*No Aplica*","",1,"No aplicable","No aplicable",4327.98839186,129815.859708,12.9815859708,375318,15468,NA,NA
"175","Q5","Vegetacion Herbacea","Vegetacion herbacea humeda","*No Aplica*","No aplica","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Conservacion y proteccion","Muy alterado","*No Aplica*","",1,"No aplicable","No aplicable",71155.1790085,6137867.88104,613.786788104,3404175,784860,NA,NA
